SrNo,id,name,jurisdiction,address,phone,general_phone,fax,website,twitter,twitter_handles,url,Updated URL,foia_logs,foia_portal,absolute_url,logo,facebook,linkedin,instagram,glassdoor,wikipedia,blog_or_news,open_data,github,yelp,YouTube,Flickr,Date of work,
140,4285,Department of Agricultural Resources,1,"251 Causeway St, Suite 500 
Boston, MA 02114",617-626-1700,,617-626-1850,http://www.mass.gov/eea/agencies/agr/,https://twitter.com/mdarcommish,,http://www.mass.gov/eea/public-records/agr/public-records-request.html,,,,/agency/massachusetts-1/department-agricultural-resources-4285/,,https://www.facebook.com/MassDeptAgr/,,,"https://www.glassdoor.co.in/Overview/Working-at-Massachusetts-Department-of-Agricultural-Resources-EI_IE613111.11,61.htm",,"http://www.mass.gov/eea/agencies/agr/news-and-alerts.html , http://blog.mass.gov/greatoutdoors/ , http://blog.mass.gov/energy/",,,,,https://www.flickr.com/photos/massgrown/albums,17-Jul-17,
141,6526,Disabled Persons Protection Commission,1,"The Disabled Persons Protection Commission (DPPC) 
300 Granite Street, Suite 404 
Braintree, MA 02184",617-727-6465,,617-727-6469,http://www.mass.gov/dppc/,,,http://www.mass.gov/dppc/,,,,/agency/massachusetts-1/disabled-persons-protection-commission-6526/,,,,,,,,,,,,,17-Jul-17,
142,196,University of Massachusetts School of Law,1,"University of Massachusetts School of Law
333 Faunce Corner Road • Dartmouth, MA 02747-1252",508-999-8000,,508-985-1155,http://www.umassd.edu/law/,,,http://www.umassd.edu/provost/people/,,,,/agency/massachusetts-1/university-of-massachusetts-school-of-law-196/,,https://www.facebook.com/UMassDLaw,,https://www.instagram.com/umasslaw/,,https://en.wikipedia.org/wiki/University_of_Massachusetts_School_of_Law,,,,,,,17-Jul-17,
143,3960,Massachusetts District Court Department,1,"Administrative Office 
Edward W. Brooke Courthouse 
First Floor 
24 New Chardon Street 
Boston, MA 02114-4703",617-788-8810,,617-788-8985,http://www.mass.gov/courts/court-info/trial-court/dc/,,,,,,,/agency/massachusetts-1/massachusetts-district-court-3960/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-Massachusetts-Trial-Court-EI_IE314345.11,36.htm",https://en.wikipedia.org/wiki/Massachusetts_District_Court,,,,,,,17-Jul-17,
144,3471,Ethics Commission,1,"State Ethics Commission 
One Ashburton Place, Room 619 
Boston, MA 02108",(617) 371-9500,,(617) 723-5851,http://www.mass.gov/ethics/,,,http://www.mass.gov/ethics/,http://www.mass.gov/ethics/contact-us.html,,,/agency/massachusetts-1/ethics-commission-3471/,,,https://in.linkedin.com/company/state-ethics-commission,,,,,,,,,,31-Jul-17,
145,332,"Office of Consumer Affairs and Business Regulation Massachusetts, Consumer Assistance Unit",1,"Consumer Assistance Unit 
Massachusetts Division of Banks 
1000 Washington Street, 10 th Floor 
Boston, MA 02118-6400",617-956-1500,,617-956-1599,http://www.mass.gov/ocabr/government/oca-agencies/dob-lp/,,,http://www.mass.gov/ocabr/business/banking-services/banking-legal-resources/dob-monthly-activity-reports/division-of-banks-consumer-assistance-unit.html,http://www.mass.gov/ocabr/banking-and-finance/laws-and-regulations/dob-monthly-activity-reports/division-of-banks-consumer-assistance-unit.html,,,/agency/massachusetts-1/division-of-banks-consumer-assistance-unit-332/,,,,,,,,,,,,,31-Jul-17,
146,3075,Center for Health Information and Analysis,1,"Center for Health Information and Analysis 
2 Boylston Street, 5th floor 
Boston, MA 02116-4734",617-701-8100,617-701-8105,617-727-7662,http://www.chiamass.gov/,Mass_CHIA,,http://www.chiamass.gov/connect,http://www.chiamass.gov/public-records-request/,,,/agency/massachusetts-1/center-health-information-and-analysis-3075/,http://www.chiamass.gov/themes/chia/images/chia_logo_108.png,,,,"https://www.glassdoor.co.in/Overview/Working-at-Center-for-Health-Information-and-Analysis-EI_IE1370895.11,53.htm",,http://www.chiamass.gov/in-the-news/,,,,,,31-Jul-17,
147,2486,MCI - Plymouth (Massachusetts Corrections),1,"Myles Standish Forest 
PO Box 207 
South Carver, MA 02366",(508) 295-2647,,,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/doc-facilities/mci-plymouth.html,,,http://www.mass.gov/eopss/law-enforce-and-cj/prisons/doc-facilities/mci-plymouth.html,,,,/agency/massachusetts-1/mci-plymouth-massachusetts-corrections-2486/,,,,,,https://en.wikipedia.org/wiki/Massachusetts_Correctional_Institution_%E2%80%93_Plymouth,,,,,,,31-Jul-17,
148,2561,Franklin Regional Transit Authority,1,"FRTA 
12 Olive St. 
Greenfield, MA 
01301",413-774-2262,,413-772-2202,http://frta.org/,,,http://www.frta.org/index.html,http://frta.org/about/public-records-request/,,,/agency/massachusetts-1/franklin-regional-transit-authority-2561/,http://frta.org/wp-content/uploads/FRTA-Logo-Blue5.png,https://www.facebook.com/Franklin-Regional-Transit-Authority-216649941687231/?ref=page_internal,,,,https://en.wikipedia.org/wiki/Franklin_Regional_Transit_Authority,,,,https://www.yelp.com/biz/franklin-regional-transit-authority-greenfield,,,31-Jul-17,
149,798,Executive Office of Energy and Environmental Affairs,1,"100 Cambridge Street Suite 900, Boston, MA 02114",617-626-1115,617-626-1000,,http://www.mass.gov/eea/,MassEEA,,http://www.mass.gov/eea/public-records/executive-office/public-records-request.html,,,,/agency/massachusetts-1/executive-office-energy-and-environmental-affairs-798/,,,,http://instagram.com/masseea/,"https://www.glassdoor.co.in/Overview/Working-at-Massachusetts-Executive-Office-of-Energy-and-Environmental-Affairs-EI_IE1506269.11,77.htm",https://en.wikipedia.org/wiki/Massachusetts_Executive_Office_of_Energy_and_Environmental_Affairs,"http://www.mass.gov/eea/social-media-usage-and-policies.html#Blogs , http://www.mass.gov/eea/social-media-usage-and-policies.html#newsletter",,,,https://www.youtube.com/user/MassEEA,https://www.flickr.com/photos/masseea/sets/ ,31-Jul-17,
150,2556,Greater Attleboro-Taunton Regional Transit Authority,1,"Greater Attleboro-Taunton Regional Transit Authority (GATRA) 
Administrative Offices 
10 Oak Street 
Taunton, MA 02780",508-823-8828,,15088243474,http://www.gatra.org/,,,http://www.gatra.org/index.php/contact-us/,http://www.gatra.org/index.php/freedom-of-information-act/,,,/agency/massachusetts-1/greater-attleboro-taunton-regional-transit-authority-2556/,,https://www.facebook.com/GATRATRANSIT,https://www.linkedin.com/company/gatra,,,https://en.wikipedia.org/wiki/Greater_Attleboro_Taunton_Regional_Transit_Authority,http://www.gatra.org/index.php/newsroom/,,,,,,31-Jul-17,
151,6697,MassPort,1,"Massachusetts Port Authority 
One Harborside Drive, Suite 200S 
East Boston, MA 02128",617-568-7955,,,https://www.massport.com/,Massport,,https://www.massport.com,https://www.massport.com/massport/media/public-records/,,,/agency/massachusetts-1/massport-6697/,https://www.massport.com/media/1020/massportlogo.svg,https://www.facebook.com/massachusettsportauthority,https://in.linkedin.com/company/massachusetts-port-authority,,"https://www.glassdoor.co.in/Overview/Working-at-Massport-EI_IE13506.11,19.htm",https://en.wikipedia.org/wiki/Massachusetts_Port_Authority,https://www.massport.com/massport/media/newsroom/,,,https://www.yelp.com/biz/massport-boston-3,https://www.youtube.com/massportbos,,31-Jul-17,
152,6969,Public Employee Retirement Administration Commission (PERAC),1,"5 Middlesex Avenue 
Suite 304 
Somerville, MA 02145",617-666-4446,,617-628-4002,http://www.mass.gov/perac/,,,http://www.mass.gov/perac/,http://www.mass.gov/perac/requesting-public-records-from-perac.html,,,/agency/massachusetts-1/public-employee-retirement-administration-commission-perac-6969/,,,,,,,,,,,,,31-Jul-17,
153,706,Amherst Regional Public Schools,2,"170 Chestnut Street 
Amherst, MA 
01002",413-362-1859,413-362-1810,,http://www.arps.org/,ARPSMa,,http://www.arps.org/central-office-directory,http://www.arps.org/administration/public_records_requests,,,/agency/amherst-2/amherst-regional-public-schools-706/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-Amherst-Pelham-Regional-School-District-EI_IE292672.11,50.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Amherst_Regional_Public_Schools,,,,,,,31-Jul-17,
154,1471,Amherst Regional Middle School Library,2,"Amherst Regional Middle School Library
170 Chestnut Street
Amherst, MA 01002-1825",(413) 362-1952,,(413) 549-9812,http://armslibrary.wikispaces.com/,,,http://armslibrary.wikispaces.com/,,,,/agency/amherst-2/amherst-regional-middle-school-library-1471/,,,,,,,http://blog.wikispaces.com/,,,,,,31-Jul-17,
155,1768,Marks Meadow Elementary School Library Media Center,2,"Marks Meadow Elementary School Library Media Center
813 North Pleasant Street
Amherst, MA 01002-3903",(413) 362-1316,,(413) 549-0473,,,,http://www.arps.org/mm/Library/portal.html,,,,/agency/amherst-2/marks-meadow-elementary-school-library-media-center-1768/,,,,,,,,,,,,,31-Jul-17,
156,1612,Fort River Elementary School Library,2,"Fort River Elementary School Library 
70 South East Street 
Amherst, MA 01002-2406",(413) 362-1215,,(413) 256-0731,,,,http://fr.arps.org/node/1754,,,,/agency/amherst-2/fort-river-elementary-school-library-1612/,,,,,,,,,,,,,31-Jul-17,
157,1963,Wildwood Elementary School Library,2,"Wildwood Elementary School Library
71 Strong Street
Amherst, MA 01002-1894",(413) 362-1424,,(413) 549-9519,https://sites.google.com/a/arps.org/wildwood-library/home,,,http://wildwoodlibrary.wikispaces.com,,,,/agency/amherst-2/wildwood-elementary-school-library-1963/,,,,,,,https://sites.google.com/a/arps.org/wildwood-library/blog,,,,,,31-Jul-17,
158,569,Amherst Police Department,2,"111 Main Street 
Amherst, MA 01002",413-259-3016,413-259-2408,,https://www.amherstma.gov/186/Police,AmherstMApolice,,http://www.amherstma.gov/index.aspx?NID=288,,,,/agency/amherst-2/amherst-police-department-569/,,https://www.facebook.com/Amherst-Police-Department-Official-274847919197427/,,,"https://www.glassdoor.co.in/Overview/Working-at-Amherst-Police-Department-Massachusetts-EI_IE209279.11,50.htm?countryRedirect=true",,,,,https://www.yelp.com/biz/amherst-police-department-amherst,,,31-Jul-17,
159,1550,Crocker Farm Elementary School Library,2,"Crocker Farm Elementary School Library 
280 West Street 
Amherst, MA 01002-2960",(413) 362-1639,,,,,,http://cf.arps.org/node/1446,,,,/agency/amherst-2/crocker-farm-elementary-school-library-1550/,,,,,,,,,,,,,31-Jul-17,
160,1041,Amherst Jones Library Inc,2,"Amherst Jones Library Inc
43 Amity Street
Amherst, MA 01002-2285",(413) 259-3090,,(413) 256-4096,https://www.joneslibrary.org/398/Jones-Library,JonesLibraryMA,,http://www.joneslibrary.org,,,,/agency/amherst-2/amherst-jones-library-inc-1041/,,https://www.facebook.com/joneslibrary,https://www.linkedin.com/company/jones-library,"https://www.instagram.com/joneslibteens/, https://www.instagram.com/joneslibspecial/",,https://en.wikipedia.org/wiki/Jones_Library,http://www.friendsofthejones.org/,,,https://www.yelp.com/biz/jones-library-amherst,,https://www.flickr.com/photos/joneslibraryma/,31-Jul-17,
161,2071,Amherst Regional High School Library,2,"Amherst Regional High School Library
21 Mattoon Street
Amherst, MA 01002-2107",(413) 362-1772,413-362-1773,(413) 549-9772,http://arhs.arps.org/academics/library,,Lomassonl,http://www.arps.org/hs/Library,,,,/agency/amherst-2/amherst-regional-high-school-library-2071/,,,,,,,,,,,,,31-Jul-17,
162,8817,Massachusetts Bay Transportation Authority,3,"Records Access Officer 
Massachusetts Bay Transportation Authority 
Law Department Room 7760 
10 Park Plaza 
Boston, MA 02116",,617-222-3200,,http://www.mbta.com/,MBTA,,http://www.mbta.com/index.asp,http://www.mbta.com/about_the_mbta/records_request/,,,/agency/boston-3/mbta-transit-police-8817/,http://www.mbta.com/images/logo-mbta.gif,,https://in.linkedin.com/company/mbta,https://www.instagram.com/MBTApics/,"https://www.glassdoor.co.in/Overview/Working-at-Massachusetts-Bay-Transportation-Authority-EI_IE1348644.11,53.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Massachusetts_Bay_Transportation_Authority,http://realtime.mbta.com/alertsrss/rssfeed4,,,https://www.yelp.com/biz/massachusetts-bay-transportation-authority-boston,http://www.youtube.com/user/mbtagm,,31-Jul-17,
163,8698,Fair Housing and Equity Office,3,"1 City Hall Square 
Room 966 
Boston, MA 02201",617-635-2500,,,https://www.boston.gov/departments/fair-housing-and-equity,FairHousingBOS,,,,,,/agency/boston-3/fair-housing-and-equity-office-8698/,,,,,,,,,,,,,31-Jul-17,
164,3869,"City of Boston, Office of Emergency Management",3,"Office of Emergency Management 
1 City Hall Square, Boston City Hall, Room 204 
Boston, MA 02201",617-635-1400,,617-635-2974,https://www.boston.gov/departments/emergency-management,ReadyBoston,,https://www.cityofboston.gov/contact/?id=150,,,,/agency/boston-3/city-boston-office-emergency-management-3869/,,https://www.facebook.com/readybostonma/,,https://www.instagram.com/bostonoem/,,,,,,,,,31-Jul-17,
165,8202,Northeastern University Office of Undergraduate Admissions,3,"University Admissions Visitor Center 
40 Leon Street, Boston, MA 02115",617-373-2200,,617.373.8780,https://www.northeastern.edu/admissions/,nuadmit,,https://www.northeastern.edu/admissions/connect/contact/,,,,/agency/boston-3/northeastern-university-office-undergraduate-admissions-8202/,,,,https://www.instagram.com/nuadmissions/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-Northeastern-University-EI_IE23363.11,34.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Northeastern_University,,,,,,,31-Jul-17,
166,1075,Boston Public Library,3,"Boston Public Library
700 Boylston Street
Boston, MA 02116-0286",(617) 536-5400,,(617) 236-4306,http://www.bpl.org/,BPLBoston,,http://www.bpl.org,,,,/agency/boston-3/boston-public-library-1075/,http://www.bpl.org/graphics/header_logo.png,https://www.facebook.com/bostonpubliclibrary,https://www.linkedin.com/company/boston-public-library,https://instagram.com/bplboston,"https://www.glassdoor.co.in/Overview/Working-at-Boston-Public-Library-EI_IE339582.11,32.htm?countryRedirect=true",https://en.wikipedia.org/wiki/Boston_Public_Library,,,,,https://www.youtube.com/user/bostonpubliclib,https://www.flickr.com/photos/boston_public_library/,31-Jul-17,
167,174,Boston Police Department,3,"Boston Police Department 
1 Schroeder Plaza 
Boston, MA 02120",617-343-4200,617-343-4500,16173434481,https://www.boston.gov/departments/police,bostonpolice,,http://bpdnews.com/public-records-request/,,,,/agency/boston-3/boston-police-department-174/,,https://www.facebook.com/BostonPoliceDepartment/,https://in.linkedin.com/company/city-of-boston-police-dept,https://www.instagram.com/bostonpolice/?hl=en,,https://en.wikipedia.org/wiki/Boston_Police_Department,http://bpdnews.com/,https://data.cityofboston.gov/,,,https://www.youtube.com/channel/UCXz-zHOms21TmdEUtdBwS0A,,31-Jul-17,
168,7554,Boston 311,3,"Boston 311 
1 City Hall Square, Suite 500 
Boston, MA 02201-2013",617-635-4500,,,https://www.boston.gov/departments/bos311,BOS311,,https://www.boston.gov/departments/bos311,,,,/agency/boston-3/constituent-services-hotline-7554/,https://pbs.twimg.com/profile_images/631076340280635396/nH93RnFb_400x400.png,,,,,,https://311.boston.gov/,https://data.cityofboston.gov/,https://github.com/CityOfBoston/Boston311,,,,31-Jul-17,
169,7327,City Auditor,3,"City Auditor 
1 City Hall Square, Room M-4 
Boston, MA 02201-2001",617-635-4671,617-635-4660,617-635-4339,https://www.boston.gov/departments/auditing,,,http://www.cityofboston.gov/auditing,,,,/agency/boston-3/city-auditor-7327/,,,,,,,,,,,,,11-Sep-17,
170,7159,Department of Innovation and Technology,3,"1 City Hall Square 
Room 703 
Boston, MA 02201-2021",617-635-4783,,,https://www.boston.gov/departments/innovation-and-technology,DoITBoston,,http://www.boston.gov/innovation-and-technology,,,,/agency/boston-3/innovation-and-technology-7159/,,,,,"https://www.glassdoor.co.in/Overview/Working-at-City-of-Boston-Department-of-Innovation-and-Technology-EI_IE972874.11,65.htm?countryRedirect=true",,,https://data.boston.gov/,https://github.com/CityOfBoston,,,,11-Sep-17,
171,582,Administration and Finance,3,"1 City Hall Square, Room 608 
Boston, MA 02201",617-635-2840,,,,MassANF,,http://www.cityofboston.gov/contact/?id=38,,,,/agency/boston-3/administration-and-finance-582/,,,,,,,,http://www.mass.gov/opendata/#/,,,,,11-Sep-17,
172,126,Boston Redevelopment Authority,3,"Boston Planning & Development Agency
One City Hall, Ninth Floor
Boston, Massachusetts 02201",617-722-4300,,617-248-1937,http://www.bostonplans.org/,BostonPlans,,http://www.bostonplans.org/about-us/public-records-requests,,,,/agency/boston-3/boston-redevelopment-authority-126/,,https://pbs.twimg.com/profile_images/780746455602589696/v2ge9bRN_400x400.jpg,https://in.linkedin.com/company/boston-redevelopment-authority,,"https://www.glassdoor.co.in/Overview/Working-at-boston-redevelopment-authority-EI_IE277438.11,41.htm",https://en.wikipedia.org/wiki/Boston_Planning_and_Development_Agency,http://www.bostonplans.org/news-calendar/news-updates,,https://github.com/BostonRedevelop,,,,11-Sep-17,
173,736,Boston Transportation Department,3,"1 City Hall Square, Room 721 
Boston, MA 02201-2026",617-635-4811,617-635-4680,617.635.4295,https://www.boston.gov/departments/transportation,BostonBTD,,http://www.cityofboston.gov/contact/?id=1,,,,/agency/boston-3/boston-transportation-department-736/,,,,,,,,http://bostonopendata-boston.opendata.arcgis.com/datasets/f953f854b672496fb0aa18ad92278f07_5,,https://www.yelp.com/biz/boston-transportation-department-boston,,,11-Sep-17,
174,5807,Neighborhood House Charter,3,"NHCS 
21 Queen Street 
Dorchester MA 02122",617-825-0703,,,http://www.thenhcs.org/,TheNHCS,,http://www.thenhcs.org/contact-us/,,,,/agency/boston-3/neighborhood-house-charter-5807/,https://pbs.twimg.com/profile_images/618781292302221312/dAake4Z3_400x400.jpg,https://www.facebook.com/pages/Neighborhood-House-Charter-School/88262526505?fref=ts,https://www.linkedin.com/company/7133764/,,"https://www.glassdoor.co.in/Overview/Working-at-Neighborhood-House-Charter-School-EI_IE694448.11,44.htm",,,,,,,https://www.flickr.com/photos/thenhcs/,11-Sep-17,
175,5805,KIPP Academy Boston Elementary and Middle Schools,3,"KIPP Massachusetts 
90 High Rock St. 
Lynn, MA 01902",781-598-1609,,781-598-1639,www.kippma.org,KIPPMASchools,,http://kippma.org/contact/,,,,/agency/boston-3/kipp-academy-boston-elementary-and-middle-schools-5805/,https://pbs.twimg.com/profile_images/872846673600532482/PRPiFf7a_400x400.jpg,https://www.facebook.com/pages/KIPP-Massachusetts/323630197648305,https://www.linkedin.com/company/kipp-academy-lynn,,,,http://kippma.org/news/,,,,,,11-Sep-17,
176,81,Office of Ayanna Pressley,3,"Office of Ayanna Pressley 
1 City Hall Square, Suite 550 
Boston, MA 02201-2043",617-635-4217,,,https://www.boston.gov/departments/city-council/ayanna-pressley,AyannaPressley,,,,,,/agency/boston-3/office-of-ayanna-pressley-81/,,https://www.facebook.com/ayannapressley2/,https://www.linkedin.com/in/ayannapressley/,https://www.instagram.com/ayannapressley/,,https://en.wikipedia.org/wiki/Ayanna_Pressley,,,,,,,11-Sep-17,
177,176,Property & Construction Management,3,"1 City Hall Square, Room 811 
Boston, MA 02201-2036",16176354100,,16176353250,https://www.boston.gov/departments/property-management,,,http://www.cityofboston.gov/contact/?id=86,,,,/agency/boston-3/property-construction-management-176/,,,,,,,,,,,,,11-Sep-17,
178,3523,Boston Fire Department,3,"Public Information Office 
115 Southhampton Street 
Boston, MA 02118",617-343-3415,617-343-3550,617-343-3515,https://www.boston.gov/departments/fire-operations,BostonFire,,http://www.cityofboston.gov/contact/?id=165,,,,/agency/boston-3/boston-fire-department-3523/,https://upload.wikimedia.org/wikipedia/en/5/5f/Boston_Fire_Department_patch.jpg,https://www.facebook.com/BostonFireDepartment/,,https://www.instagram.com/bostonfire/?hl=en,"https://www.glassdoor.co.in/Overview/Working-at-Boston-Fire-Department-Massachusetts-EI_IE178268.11,47.htm",https://en.wikipedia.org/wiki/Boston_Fire_Department,"http://www.bostonfirewire.com/, BostonFireWire",,,,,,11-Sep-17,
179,216,Office of the Parking Clerk,3,"Boston City Hall 
Room 224
Boston, MA 02201-2007
United States",617-635-4410,,617.635.4422,https://www.boston.gov/departments/parking-clerk,,,http://www.cityofboston.gov/parking/,,,,/agency/boston-3/office-of-the-parking-clerk-216/,,,,,,,,,,,,,11-Sep-17,
180,199,Press Office,3,"1 City Hall Square, Room 603 
Boston, MA 02201",617-635-4461,,16176353020,https://www.boston.gov/departments/press-office,,marty_walsh,http://www.cityofboston.gov/contact/default.aspx?id=31,,,,/agency/boston-3/press-office-199/,,,,,,,,,,,https://www.youtube.com/user/BostonCable,,11-Sep-17,
181,275,Board of Appeals,3,"Zoning Board of Appeals 
1010 Massachusetts Avenue, 4th floor 
Boston, MA. 02118",617-635-4775,,617-635-2918,https://www.boston.gov/departments/inspectional-services/zoning-board-appeal,,,http://www.cityofboston.gov/BOA/default.asp,https://www.boston.gov/departments/inspectional-services/zoning-board-appeal#public-records-requests,,,/agency/boston-3/board-of-appeals-275/,,,,,,,,,,,,,11-Sep-17,
182,1024,Fenway Libraries Online (FLO) FLO Headquarters,3,"Fenway Libraries Online (FLO) FLO Headquarters
WIT Library
550 Huntington Ave.
Boston, MA 02115",(617) 442-2384,,(617) 442-1519,http://www.fenwaylibraries.org/content/fenway-libraries-online,,,http://flo.org/,,,,/agency/boston-3/fenway-libraries-online-flo-flo-headquarters-1024/,,https://www.facebook.com/fenwaylibraries/,,,"https://www.glassdoor.co.in/Overview/Working-at-Fenway-Libraries-Online-EI_IE1269637.11,34.htm",,http://www.fenwaylibraries.org/news,,https://github.com/fenway-libraries-online,,,,11-Sep-17,
183,1031,Veterans Affairs Boston Healthcare System Library,3,"V.A. Boston Healthcare System Library
1400 V.F.W. Parkway
West Roxbury, MA 02132",(617) 323-7700,,(617) 363-5532,,,,,,,,/agency/boston-3/va-boston-healthcare-system-library-1031/,,,,,,,,,,,,,11-Sep-17,
184,1501,Boston Public Schools Campbell Resource Center Library,3,"Boston Public Schools Campbell Resource Center Library
1216 Dorchester Avenue
Dorchester, MA 02125-1504",(617) 635-8291,,(617) 635-8298,,,,http://bpslibraries.org/,,,,/agency/boston-3/boston-public-schools-campbell-resource-center-library-1501/,,,,,,,,,,,,,11-Sep-17,
185,1598,F. Lyman Winship Elementary School Library,3,"F. Lyman Winship Elementary School Library
54 Dighton Street
Boston, MA 02135-3217",(617) 635-8399,,(617) 635-8403,https://www.bostonpublicschools.org/site/Default.aspx?PageID=2624,,,https://sites.google.com/a/boston.k12.ma.us/winship-elementary-school/school-library,,,,/agency/boston-3/f-lyman-winship-elementary-school-library-1598/,,,,,,,,,,,,,11-Sep-17,
186,1994,Boston College High School Corcoran Library,3,"Boston College High School Corcoran Library
150 Morrissey Boulevard
Dorchester, MA 02125-3313",(617) 474-5042,617-436-3900,(617) 474-5045,https://www.bchigh.edu/page/academics/corcoran-library,,,http://www.bchigh.edu/podium/default.aspx?t=18788,,,,/agency/boston-3/boston-college-high-school-corcoran-library-1994/,,,,,,,,,,,,,11-Sep-17,
187,2026,Mary Lyon Pilot High School Novack Library,3,"Mary Lyon Pilot High School Novack Library
95 Beechcroft Street
Brighton, MA 02135-2520",(617) 635-8351 ext 120,,(617) 635-8353,http://novacklibrary.weebly.com/,,,http://www.bostonpublicschools.org/school/lyon-high-school,,,,/agency/boston-3/mary-lyon-pilot-high-school-novack-library-2026/,,https://www.facebook.com/marylyonhigh,,,,,,,,,,,11-Sep-17,
188,2005,Commonwealth School Library,3,"Commonwealth School Library
151 Commonwealth Avenue
Boston, MA 02116",(617) 266-7525,,(617) 266-5769,https://www.commschool.org/academics/library,,,http://www.commschool.org,,,,/agency/boston-3/commonwealth-school-library-2005/,,,,,,,,,,,,,11-Sep-17,
189,2096,Boston Latin Academy Hapgood Library,3,"Boston Latin Academy Hapgood Library
205 Townsend Street
Dorcherster, MA 02121-1223",(617) 635-6965,,,http://hapgoodlibrary.webs.com/,,,http://www.hapgoodlibrary.webs.com/,,,,/agency/boston-3/boston-latin-academy-hapgood-library-2096/,,https://www.facebook.com/Hapgood-Library-551067951627498/,,,,,,,,,,,11-Sep-17,
190,2101,Brighton High School Dominic J. Bruno Library,3,"Brighton High School Dominic J. Bruno Library
25 Warren Avenue
Brighton, MA 02135-3601",(617) 635-6426,,(617) 635-9892,,,,http://www.brightonhigh.org/apps/pages/index.jsp?uREC_ID=80193&type,,,,/agency/boston-3/brighton-high-school-dominic-j-bruno-library-2101/,,,,,,,,,,,,,11-Sep-17,
191,2114,Charlestown High School Library,3,"Charlestown High School Library
240 Medford Street
Charlestown, MA 02129-1930",(617) 635-9914 ext 108,,(617) 635-9928,,,,http://boston.k12.ma.us/charlestown/library/Menu.htm,,,,/agency/boston-3/charlestown-high-school-library-2114/,,,,,,,,,,,,,11-Sep-17,
192,2143,English High School Library,3,"English High School Library
144 McBride Street
Jamaica Plain, MA 02130-2659",(617) 635-8979 ext 30047,,617-635-8988,http://www.englishhs.org/apps/pages/index.jsp?uREC_ID=77794&type=d,,,http://www.englishhs.org/apps/pages/index.jsp?uREC_ID=77794&type,,,,/agency/boston-3/english-high-school-library-2143/,,,,,,,,,,,,,11-Sep-17,
193,2139,East Boston High School Library,3,"East Boston High School Library
86 White Street
East Boston, MA 02128-1302",(617) 635-9896,,(617) 635-9726,http://ebhsjets.net/apps/pages/index.jsp?uREC_ID=213752&type=d,,,,,,,/agency/boston-3/east-boston-high-school-library-2139/,,,,,,,,,,,,,11-Sep-17,
194,2335,West Roxbury Educational Complex Library,3,"West Roxbury Educational Complex Library
1205 VFW Parkway
West Roxbury, MA 02132-4351",(617) 635-8930,,617-635-7895,https://sites.google.com/a/bostonpublicschools.org/west-roxbury-education-complex/,,,,,,,/agency/boston-3/west-roxbury-educational-complex-library-2335/,,,,,,,,,,,,,11-Sep-17,
195,2584,Animal Control,3,"Animal Control 
1 City Hall Square, Room 811 
Boston, MA 02201-2036",,,,,,,http://www.cityofboston.gov/contact/?id=162,,,,/agency/boston-3/animal-control-2584/,,,,,,,,,,,,,11-Sep-17,
196,2640,City of Boston Office of Human Resources,3,1 City Hall Square Room 612 Boston MA 02201-2017,617-635-3370,,,https://www.boston.gov/departments/human-resources,,,http://www.cityofboston.gov/ohr/,,,,/agency/boston-3/city-boston-office-human-resources-2640/,,,,,,,,,,,,,11-Sep-17,
197,122,Boston Public Schools,3,"Boston Public Schools 
26 Court Street 
7th Floor 
Boston, MA 02108",(617) 635-9050,,(617) 635-9059,http://bostonpublicschools.org/,BostonSchools,,,,,,/agency/boston-3/boston-public-schools-122/,https://www.bostonpublicschools.org/cms/lib/MA01906464/Centricity/Template/GlobalAssets/images//logos/BPS-Logo-FOC.png,https://www.facebook.com/bostonschools,https://in.linkedin.com/company/boston-public-schools,https://www.instagram.com/bostonschools/,"https://www.glassdoor.co.in/Overview/Working-at-Boston-Public-Schools-EI_IE132915.11,32.htm",https://en.wikipedia.org/wiki/Boston_Public_Schools,,,https://github.com/BostonPublicSchools,https://www.yelp.com/biz/boston-public-schools-roxbury,https://www.youtube.com/user/OIITVideos,https://www.flickr.com/photos/134692626@N07/,11-Sep-17,
198,3042,Bunker Hill Community College,3,250 Rutherford Ave Boston MA 02129,(617) 228-2177,617-228-2000,,http://www.bhcc.mass.edu/,BHCCBoston,,http://www.bhcc.mass.edu/index.php,http://www.bhcc.mass.edu/publicrecords/,,,/agency/boston-3/bunker-hill-community-college-3042/,http://www.bhcc.mass.edu/media/05-admin/responsivesiteassets/images/bhcc_logo.png,https://www.facebook.com/BHCCBoston/,https://www.linkedin.com/school/7710/,http://www.bhcc.mass.edu/media/02-images/socialmediaicons/32/Instagram32.png,"https://www.glassdoor.co.in/Overview/Working-at-Bunker-Hill-Community-College-EI_IE130097.11,40.htm",https://en.wikipedia.org/wiki/Bunker_Hill_Community_College,http://www.bhcc.mass.edu/news/rss.xml,,,https://www.yelp.com/biz/bunker-hill-community-college-charlestown,https://www.youtube.com/user/bhcctlitc,http://www.flickr.com/photos/bhccboston/,11-Sep-17,
